Weather_Condition,Air_Traffic_Congestion,Technical_Issues,Airport_Operations,Security_Conditions,Late_Arrivals,Delay
91,83,95,49,85,49,1.46971316
100,4,64,63,85,78,12.25681255
40,22,34,44,18,43,0.295661896
99,56,96,99,59,42,2.638901679
63,70,52,68,53,0,1.962526944
26,64,9,3,32,15,18.28194952
62,24,77,14,3,43,5.469078137
16,18,73,85,6,90,4.972306085
72,1,0,18,60,49,2.742325778
32,11,87,50,44,79,2.668114451
83,41,71,48,72,96,3.105788733
76,24,42,90,12,44,3.295880411
91,95,17,79,59,97,3.206438695
28,47,68,12,2,80,5.448952885
12,81,39,10,56,16,10.05511498
45,30,61,36,99,38,5.135594025
34,57,14,90,94,91,1.902282495
5,60,68,16,64,39,3.355763104
81,43,59,21,26,21,2.946683504
68,8,85,27,50,19,1.356462229
46,20,90,0,65,98,2.47206705
24,53,33,73,12,40,6.710329065
65,70,34,78,75,97,7.164126943
9,12,88,13,51,54,4.709692387
55,83,60,41,25,73,2.524520367
29,12,58,21,0,50,2.31531981
4,51,1,69,1,75,3.745604921
32,27,22,59,83,17,4.694489516
64,100,20,13,50,14,2.652872588
17,88,4,100,76,53,0.319271146
95,45,90,92,1,5,24
48,47,17,70,93,39,4.316765262
10,89,33,0,52,24,2.708462071
84,96,99,51,27,77,24
25,39,26,76,40,44,2.845672879
62,53,50,17,80,85,9.693660105
88,26,27,83,8,34,9.926336038
85,78,78,32,78,15,1.895221407
58,2,88,75,38,33,1.836133915
26,92,82,5,12,82,1.378582259
48,94,16,67,36,84,1.266027229
76,58,96,97,4,90,2.220419259
32,17,0,100,49,34,1.091994897
97,23,26,75,13,61,0.303931987
98,60,58,26,65,78,2.71739203
0,56,73,57,70,49,1.73278099
20,43,38,76,98,9,9.851999418
54,46,53,37,71,1,2.405043003
5,71,73,39,56,58,2.084548325
91,92,95,62,22,27,3.068526361
80,36,53,53,91,90,4.93979176
68,36,84,7,81,87,5.770183362
94,72,71,88,12,100,0.724868285
4,44,72,44,48,44,0.580128841
2,29,35,41,44,66,3.943066779
52,14,17,90,94,100,0.71509548
22,75,4,32,82,32,0.941377653
100,26,45,47,4,68,2.452459054
52,46,85,22,87,34,2.903003048
36,46,77,94,16,5,1.203530526
73,30,95,94,1,15,13.72079023
73,76,31,97,96,50,1.956722199
82,14,75,75,19,57,12.45599689
16,53,68,38,21,51,3.040204779
84,68,91,65,32,38,0.122012983
77,41,27,65,71,67,1.135556013
72,61,92,78,98,78,1.625574174
0,24,97,99,33,21,0.793313174
50,11,16,31,2,73,0.971156285
44,8,53,84,34,84,1.37321528
76,89,13,21,27,72,14.58720054
3,36,39,98,40,61,1.178182127
61,8,79,32,57,6,2.234855295
64,68,84,20,75,2,0.259086162
31,54,90,64,88,50,1.218966525
33,45,13,100,53,52,1.391239432
91,70,1,24,0,14,7.381238166
94,40,6,45,72,15,0.679810962
71,94,82,69,10,8,2.083124175
38,100,21,68,0,39,0.785018366
25,6,17,93,37,64,9.297812662
33,4,92,37,60,71,5.847333765
53,51,87,7,52,94,0.625240861
2,80,7,48,42,49,3.405673468
49,74,98,27,81,98,2.006709571
11,36,98,43,39,96,1.131634195
64,59,42,73,97,32,2.510678014
53,35,99,23,56,45,1.708183008
4,90,37,55,45,82,9.757130526
93,0,73,27,33,89,1.120863307
93,0,54,51,10,0,1.627537931
56,77,49,12,57,65,4.742006679
16,59,48,22,92,36,2.840818727
46,91,95,3,33,97,2.82800372
22,40,35,91,14,0,11.32409137
78,64,29,50,69,56,2.20571509
100,7,78,65,65,60,1.036803044
84,40,15,18,74,86,0.921813472
13,46,86,5,30,18,1.428248639
65,89,78,88,50,47,0.929687752
74,35,69,27,62,23,1.175321135
50,92,70,38,9,71,4.414184149
37,3,78,88,76,18,1.25745297
63,41,23,64,80,46,0.574807253
97,1,66,21,9,62,4.902350159
37,93,52,11,88,92,2.205749488
49,46,55,13,72,40,1.651878932
97,19,47,33,98,93,2.765748138
81,29,77,46,18,39,6.745390134
29,81,20,47,71,51,15.20442014
78,29,8,78,85,85,2.561458825
90,98,55,69,99,44,4.943452845
50,0,40,43,9,51,5.038712475
62,57,42,95,91,66,2.016388195
97,66,11,8,97,51,1.358938692
51,22,23,73,4,31,1.419418245
37,44,43,59,26,11,1.947518434
96,21,19,41,45,53,3.155157633
87,48,34,35,69,89,8.473154423
78,47,34,10,45,7,5.394698414
29,62,97,57,45,24,22.56023558
50,47,91,22,88,56,3.565859762
80,43,48,10,59,69,0.556425522
4,50,4,94,75,41,7.414059194
28,61,47,20,14,97,0.788487121
3,78,46,24,19,60,7.597078834
9,40,81,31,22,36,2.008663345
55,79,54,26,8,58,1.394959206
16,26,72,23,73,40,1.680549648
73,95,69,48,30,88,0.318960088
16,97,70,100,58,13,2.102009247
83,56,0,67,67,7,2.786003057
87,41,93,35,28,44,2.681784106
68,11,21,9,64,100,0.862315139
33,81,96,77,38,28,17.45123094
5,81,35,92,9,58,1.516643333
52,59,62,80,22,51,3.935296967
65,63,4,9,26,62,3.341722339
76,3,46,100,54,49,2.84907347
42,97,90,42,65,84,5.638681603
74,38,49,11,68,7,3.548281852
22,18,55,57,26,91,5.032383128
54,61,83,16,44,15,1.13869498
79,44,97,32,54,76,4.929507918
94,60,35,57,75,41,10.315197
74,30,84,63,40,32,10.74043593
15,48,14,22,18,65,2.127442105
7,30,81,29,60,35,1.561099905
3,41,48,2,32,92,4.763452467
3,47,85,97,88,45,1.638583382
55,19,38,80,7,69,2.843536926
24,83,69,53,88,94,5.139782661
66,95,15,63,14,3,0.690126292
95,19,53,76,13,10,2.896751461
66,15,91,65,19,57,0.575676863
26,56,29,20,44,10,2.17057847
92,18,57,9,18,91,12.47865941
31,94,73,6,34,45,15.46199426
49,12,73,24,49,35,2.600519946
60,19,66,90,8,43,3.333148447
50,75,40,27,39,27,0.932243346
18,48,17,83,60,54,11.49851318
20,25,85,33,13,44,8.623519931
4,34,62,66,88,28,9.780625811
81,40,28,5,34,98,3.755821661
91,9,71,82,17,85,1.603644769
41,75,59,44,38,83,8.133591235
60,23,71,60,8,47,1.537047355
21,72,2,35,20,83,1.068496956
20,68,93,85,32,83,3.220030513
69,30,9,81,47,82,1.201878867
0,53,71,55,35,66,1.581215489
4,57,56,40,45,75,3.06452147
11,97,70,30,39,20,6.654329101
89,59,18,40,90,55,3.593349769
45,10,13,98,89,50,1.180323311
33,72,49,29,60,18,5.183413883
48,85,32,7,91,81,0.764236556
77,39,63,5,98,29,3.620085735
89,54,91,5,78,70,0.761940633
44,46,83,95,59,79,0.463406947
26,91,39,51,98,5,2.120223404
72,60,64,5,95,13,3.653172124
25,79,89,60,44,39,1.990976414
46,73,73,86,0,26,2.554122412
85,33,31,68,81,72,1.530375459
55,61,31,4,90,96,0.805278306
93,78,19,1,53,65,2.719215378
62,81,35,52,93,13,1.318810747
47,44,93,4,55,3,0.568339736
60,94,33,99,80,21,4.046181237
80,4,32,66,19,0,11.15756243
25,50,77,95,55,17,4.672581799
35,96,21,59,74,82,1.366114906
0,57,91,77,91,14,24
7,92,29,14,96,28,0.364716075
98,2,62,8,65,27,1.193489133
51,22,46,97,14,5,1.80131535
78,9,7,34,78,3,10.21041249
46,46,27,5,23,54,1.179561456
55,31,84,91,38,74,3.105275234
85,47,72,49,13,36,2.096684706
13,26,44,39,76,29,11.59652001
89,35,79,63,9,14,1.001511476
27,87,55,60,69,91,3.258730251
86,53,91,37,66,20,0.748614388
77,19,54,55,69,91,1.000983137
87,2,64,33,40,29,0.82432506
1,68,100,22,4,41,1.54780837
25,2,4,2,3,13,1.099988868
13,39,54,4,12,54,8.229804237
58,59,11,87,5,36,0.628463358
55,69,9,80,34,87,3.059823481
6,78,81,32,77,13,1.942502154
2,69,78,95,4,42,5.351689795
22,22,44,41,78,74,9.681756303
17,59,65,80,32,57,1.912947861
37,29,79,24,93,52,6.225328283
98,38,72,74,84,52,9.884771124
14,39,92,65,73,45,8.384999521
63,47,79,35,36,8,1.371190184
88,84,75,6,76,97,1.029619584
100,44,77,85,34,100,8.723990952
27,36,37,22,57,9,1.663233184
73,21,32,89,51,14,4.25349244
38,51,60,61,86,72,1.446707808
56,1,88,77,68,82,7.035654713
16,13,86,44,88,26,1.36031672
85,17,70,83,81,97,0.629032826
89,49,46,5,50,83,6.413071547
43,14,96,0,25,24,0.152623786
24,36,6,24,45,76,5.352575259
16,1,84,28,4,51,1.561710457
12,83,10,25,43,33,3.475611261
83,73,81,87,55,65,1.453508532
24,68,74,46,53,80,2.777306363
67,31,84,82,36,9,1.947640971
9,65,82,13,66,67,4.886742878
66,56,90,41,45,93,1.939195621
17,60,11,38,92,93,1.080601203
99,4,65,59,38,86,1.782107529
85,84,69,5,7,38,0.924034035
33,17,77,48,27,9,3.759858804
7,47,47,23,0,53,7.918352304
39,39,24,22,5,98,2.28750363
82,67,38,36,61,80,24
41,95,78,75,0,28,0.420120892
40,99,23,44,33,74,1.577473107
100,55,20,7,53,15,0.665394114
5,3,96,94,78,90,5.134963822
51,16,19,65,87,35,0.997767234
25,51,43,3,55,85,6.272526741
63,62,47,52,52,10,0.588830816
97,41,5,88,77,90,1.177773917
58,32,71,34,77,7,5.268334325
55,85,30,98,52,89,7.047152759
58,17,70,10,90,48,2.115280692
69,26,35,19,74,2,1.005466265
100,78,91,86,89,26,2.70708302
32,60,36,48,80,41,3.689192306
52,24,33,11,5,57,10.56583157
21,60,87,1,17,17,6.081426804
20,9,99,90,58,43,8.248105097
69,79,5,99,80,30,8.943582242
69,3,87,43,68,7,8.499778658
3,30,75,24,44,98,5.49242814
93,31,59,40,57,15,5.615377514
74,23,30,16,93,12,1.869370027
61,58,29,69,40,56,1.264513514
61,17,18,95,56,93,0.838788034
93,95,21,91,44,16,2.628215601
94,91,28,91,1,24,0.463671962
23,74,18,88,53,99,0.760565868
54,71,85,98,100,78,0.797999733
8,64,47,22,100,98,11.01745027
2,1,52,2,69,84,1.043284041
30,20,74,55,83,32,5.932120573
39,82,35,85,12,47,12.66645574
100,41,18,47,12,92,4.850702799
35,93,3,89,35,63,1.551583981
23,24,14,46,8,79,0.701708736
94,52,62,14,19,32,0.92219065
5,8,5,91,6,23,3.839253082
65,41,84,70,96,38,10.20079978
83,27,64,16,49,55,4.030349875
91,36,3,35,54,69,2.96164229
74,60,79,37,37,98,3.663919186
3,58,92,9,81,70,1.281566774
78,31,25,26,2,82,20.4449241
5,40,95,45,48,94,2.51170016
93,74,83,17,86,20,2.547786784
50,84,64,88,35,40,1.492363464
61,23,80,44,78,14,8.053763815
56,64,3,69,17,43,4.176005546
65,79,99,55,96,6,24
78,87,35,13,12,50,3.130454855
74,9,83,73,43,62,0.928236416
7,95,81,13,6,84,0.892131939
25,91,3,99,41,11,3.634839169
50,49,76,12,72,89,5.5266524
44,96,25,48,33,30,2.836515958
43,62,51,37,1,83,1.95009496
4,85,50,79,87,100,11.04030449
69,64,58,20,71,34,0.487853406
25,98,72,29,5,18,1.462438016
67,57,20,39,85,48,0.883443167
18,75,61,36,54,49,1.26487942
83,45,15,82,89,93,3.82601431
96,88,25,80,94,18,0.911119171
19,27,37,21,44,27,2.649688132
11,80,29,16,71,91,0.805333513
46,79,25,61,90,65,0.865561362
0,95,97,65,35,98,4.044004275
89,58,83,26,38,63,0.434662423
13,3,22,66,87,28,3.562284641
63,40,95,3,59,89,1.803441135
37,59,29,56,83,63,5.719693784
36,61,25,4,72,89,2.253118145
10,10,87,89,31,14,0.878026462
99,19,55,62,0,50,2.222232058
76,89,66,42,56,89,2.399000267
2,6,87,66,45,86,2.189938302
32,94,30,40,28,95,4.37685772
5,61,21,82,30,85,3.554917767
49,6,21,6,50,77,1.791567222
9,63,55,39,27,42,9.112779506
4,57,58,5,20,63,4.006956178
22,3,8,3,55,23,6.470383703
9,71,86,33,100,35,0.358735555
43,13,86,50,47,24,3.357081985
1,85,19,100,6,49,24
12,22,26,86,48,23,2.090337399
39,88,26,34,13,26,9.949070468
1,35,60,14,52,100,3.189869479
83,89,28,29,27,64,3.831338544
64,23,67,93,20,52,20.63083694
62,81,51,37,0,44,2.724787566
100,20,14,84,80,87,0.464284533
72,62,6,79,21,79,1.069691111
16,46,83,61,18,32,1.555829461
8,68,72,68,14,30,1.250485073
74,14,92,48,61,20,2.89921914
14,30,74,65,17,55,12.88216408
23,89,65,82,78,78,0.379726249
37,3,23,6,89,24,3.621640326
34,3,65,97,55,90,5.930046007
93,43,75,66,55,29,1.24402738
94,60,21,81,37,41,2.653887509
48,62,68,10,63,56,2.724566605
68,82,79,54,49,96,0.910150744
61,25,70,92,97,91,2.248506432
59,49,42,71,30,38,2.472027903
49,32,7,82,42,31,3.278243001
77,3,50,38,9,60,1.142881789
74,56,83,93,21,56,4.093304871
8,61,90,82,58,91,0.91182657
33,87,80,60,2,30,9.579773441
75,94,81,43,8,80,7.863633906
98,33,80,44,23,84,0.664917614
34,33,75,67,91,32,0.923238916
0,1,30,38,9,34,2.555769667
39,42,47,70,43,40,3.026215224
63,71,97,22,27,72,2.522635309
21,48,46,91,99,8,0.486627557
59,20,55,82,51,40,6.606154577
63,11,66,84,26,97,5.852028649
92,35,5,68,82,42,1.083742793
71,0,63,34,47,20,2.268183651
10,41,71,0,55,57,0.49845628
100,15,15,77,13,97,6.269494745
13,48,79,86,19,11,0.660573413
59,5,28,40,23,19,8.340148836
29,96,83,13,17,74,4.70299648
34,12,15,90,51,83,8.033681127
84,44,9,36,9,86,8.907866793
36,8,22,88,24,54,1.631092
4,98,32,99,91,39,0.720110252
82,27,93,99,38,56,0.890951716
77,63,82,20,73,18,7.166979659
25,33,8,7,93,14,3.431003469
61,31,32,77,67,6,7.011550781
3,64,88,55,13,31,3.739114135
88,88,3,61,86,94,0.341343831
41,51,100,35,55,71,4.639361022
88,73,39,83,30,43,10.72284874
17,65,83,35,21,86,1.135787017
39,3,6,92,15,47,2.197386831
71,24,38,52,81,32,2.917815213
38,79,69,42,16,41,2.906508114
13,62,61,0,31,91,1.570845738
31,39,6,99,49,16,9.713503958
50,68,5,61,74,39,1.173078125
37,55,1,88,42,92,0.583871496
96,22,74,41,26,75,1.704395037
22,83,42,75,52,93,9.078979184
62,2,87,43,21,52,6.282582737
14,64,69,57,22,81,2.76177414
96,50,50,86,11,79,9.301073031
24,24,51,84,27,51,2.712625519
16,79,87,85,2,44,24
96,40,65,64,57,4,1.878472085
65,4,53,13,80,25,0.571689812
77,99,39,25,46,90,4.688617054
52,63,14,94,19,36,1.029345144
50,5,6,27,7,56,1.078580229
38,75,89,83,87,67,11.4920658
50,45,32,77,17,27,1.516616065
69,22,57,91,3,68,3.104176872
5,37,33,54,26,66,0.605055433
66,4,74,60,54,6,3.436978044
6,60,55,45,38,9,0.359552543
50,1,58,14,95,94,4.851676685
71,2,22,93,80,53,6.993773703
41,6,54,66,40,14,0.413671335
63,89,24,90,26,19,3.083144429
14,75,75,43,66,77,1.183483465
28,49,86,96,94,22,1.051078104
32,59,96,77,5,54,7.544131316
93,64,41,18,29,8,1.416200076
26,64,84,95,75,82,11.19227769
35,96,8,46,45,56,1.552227791
28,61,40,35,91,41,1.830884925
37,53,13,99,97,26,1.565699524
56,52,61,17,11,5,1.891168027
96,8,90,66,38,97,1.039623282
100,0,8,93,22,20,1.479100079
26,14,90,31,18,51,1.362974475
54,88,73,8,94,71,2.88573833
32,35,67,93,39,86,1.648924184
67,9,65,100,34,65,1.92079712
85,49,39,12,28,60,1.125651903
65,30,23,26,31,71,2.452551538
9,83,99,84,68,96,1.314573893
4,68,57,37,66,73,4.707517412
73,91,73,86,32,1,11.40312258
96,97,51,82,80,12,2.060166366
37,15,100,65,1,48,1.686766547
12,78,55,19,30,4,7.207194572
30,41,53,51,48,65,1.101824702
46,25,21,37,17,80,3.052506985
99,29,82,33,8,67,1.265076585
87,1,4,35,59,77,1.999983251
51,66,63,14,72,44,6.915530355
55,82,28,90,57,54,1.780060214
14,55,95,29,26,91,5.039160086
28,23,56,92,15,17,7.456944836
7,66,60,55,6,76,2.834079924
4,39,15,16,27,33,2.69065418
28,62,66,8,38,28,1.221428835
46,68,96,97,87,67,12.19481441
67,58,39,67,14,33,2.777006997
75,95,74,21,8,56,10.59981288
44,60,39,6,79,6,6.144261028
1,51,72,56,50,0,4.076708368
26,94,91,44,73,54,2.297041637
94,75,92,0,21,98,1.950927502
35,35,28,20,66,100,24
35,99,36,67,36,18,0.627114254
25,30,35,74,51,87,18.87724469
42,96,79,82,65,30,1.686166526
26,6,100,28,92,99,4.645776595
68,89,33,99,6,67,3.476430659
19,89,36,10,40,59,2.507590987
10,19,48,50,92,85,0.647064331
73,97,28,82,41,40,1.262418116
37,32,86,63,64,50,1.213148988
5,82,52,32,24,40,9.375617848
71,16,45,48,11,16,6.018683731
22,100,86,22,93,57,9.183780314
46,5,41,17,13,16,5.185193978
89,85,35,70,64,63,5.19255644
45,80,76,5,77,99,10.26762498
11,19,14,25,94,45,1.642092232
89,41,26,35,50,27,1.567117199
12,62,5,26,68,98,1.25069405
61,40,64,48,5,43,7.294671617
81,89,64,69,40,55,4.710485265
88,91,2,46,29,2,3.170219369
96,71,71,77,97,68,0.45933718
59,6,49,40,95,68,1.888108991
42,70,56,0,0,46,2.204819997
75,28,94,21,80,29,4.732298881
99,66,31,19,0,82,1.678150878
67,15,51,55,36,32,7.341259824
4,76,58,2,69,57,2.938973159
36,49,90,29,96,1,2.319437996
71,81,15,72,44,19,1.827294112
91,43,50,72,78,61,3.400068951
30,76,47,16,7,24,4.32832686
8,30,79,84,91,97,1.112410768
50,66,39,31,79,20,0.578755139
28,93,96,83,95,36,3.147715254
77,2,79,77,69,86,8.193559478
39,89,35,48,84,25,1.126417684
40,65,70,13,26,85,5.299993117
85,97,92,31,31,36,4.583174713
10,76,53,92,61,30,2.274269788
22,74,27,29,73,63,5.387398536
0,100,79,87,23,90,7.558897113
45,6,1,58,18,19,2.486365626
100,26,28,28,82,18,1.790264339
20,6,59,87,12,61,5.24641525
89,7,57,95,61,12,0.806529441
35,99,99,59,56,85,6.054693201
53,41,4,94,43,60,10.345916
86,92,12,89,45,77,1.775391753
56,84,69,58,71,88,24
0,25,58,24,100,21,5.405085146
62,60,7,5,86,44,2.137429229
53,19,72,22,14,92,6.596568787
54,92,80,1,39,19,1.980313696
39,78,1,66,61,76,17.24600128
14,86,98,56,79,3,1.829771938
20,78,9,19,15,58,0.896420096
46,50,97,34,36,67,1.478516281
72,73,3,70,49,36,1.611721955
52,1,34,56,60,82,1.284753974
8,29,48,92,58,40,2.030886674
73,100,87,56,98,76,6.237583958
51,90,18,40,84,74,1.346546502
56,16,6,44,22,14,14.55702668
25,66,29,45,8,44,2.396073697
40,71,61,49,39,59,3.860796357
34,42,22,100,57,47,0.715219288
62,100,69,42,96,46,1.127494503
24,48,68,67,72,32,2.998692153
89,3,26,93,52,89,2.458608045
74,87,21,61,2,11,0.365457696
37,28,12,3,35,44,1.978330069
1,71,74,47,46,87,5.810447894
6,33,20,22,33,13,9.231151762
81,8,31,96,30,46,1.764179241
90,57,46,79,84,27,1.366884484
33,80,5,7,5,17,1.377626197
90,73,61,88,39,93,0.93044552
16,23,63,12,91,88,1.900569971
42,55,11,42,82,88,0.670439576
58,85,37,77,61,45,4.701223342
50,80,6,38,9,36,2.409062533
53,94,62,77,8,50,2.047738972
23,60,10,14,70,35,5.856599916
24,72,27,38,2,0,1.76003074
70,78,28,2,66,24,4.296209802
51,62,39,43,68,58,1.661506652
69,41,26,60,89,53,3.491316477
87,93,31,74,46,41,1.228745328
32,16,72,60,86,57,1.926440633
48,70,19,89,73,78,6.801257431
28,89,86,92,4,51,4.112372042
62,65,43,69,95,63,4.339410984
21,47,100,0,89,56,12.49554464
25,92,95,95,11,87,2.461933871
27,69,56,54,47,97,0.702181167
84,32,54,59,82,77,12.57286092
48,37,1,84,12,77,1.591844246
70,0,63,25,21,6,5.747687691
80,54,43,100,28,56,3.23687566
83,54,72,33,33,21,0.797783749
48,9,50,59,96,86,1.781169986
19,54,58,71,84,35,1.125265069
85,94,75,50,57,32,1.189598109
91,23,33,56,79,64,4.183249644
62,71,18,71,48,86,2.663003605
60,27,90,95,75,64,1.839152221
48,91,2,25,77,85,0.79846469
70,50,56,32,19,58,11.75860945
0,45,47,33,3,70,3.355094036
95,71,55,42,36,17,3.057629689
12,28,18,95,47,2,4.870905961
93,18,55,37,23,76,0.709478187
86,92,64,66,82,42,0.587849055
50,78,54,92,92,28,1.929167931
55,94,94,15,74,89,3.015972078
82,4,77,73,51,69,1.919783281
61,48,32,36,52,2,0.349807864
31,91,28,45,62,31,2.554167227
29,54,74,26,46,33,4.839218243
28,45,100,30,49,14,0.676765909
48,14,63,16,54,58,7.71164367
44,71,20,24,72,36,1.183644922
92,99,69,21,30,92,3.657555471
29,95,18,62,71,63,6.921926439
15,38,13,46,0,52,1.04273442
39,21,48,53,75,8,0.959133355
18,61,17,76,20,52,2.903527281
17,68,58,94,12,48,17.58199773
0,73,57,95,74,36,0.460886802
77,30,1,6,56,99,2.950318881
46,36,83,8,2,52,1.086015897
65,22,1,19,59,16,5.268638561
91,95,49,31,8,39,0.363732222
93,87,2,96,96,31,22.17991926
37,3,38,78,77,52,6.837231108
50,42,81,45,94,52,1.042560185
62,37,20,29,37,84,3.086809878
3,14,29,79,26,51,1.573854055
0,10,86,35,100,1,2.421311077
7,24,56,58,28,70,4.452516576
28,25,8,53,76,16,0.776851053
54,38,2,15,49,27,7.154542695
2,55,89,3,12,28,3.0753359
31,50,19,41,76,62,0.987735488
9,100,43,48,86,55,3.506711445
73,99,22,61,71,23,2.520282747
82,32,49,55,0,94,1.846756503
33,19,96,42,49,76,4.028896588
96,51,100,25,48,8,2.129112926
86,33,86,51,14,34,6.206793857
54,44,36,70,8,68,0.352866593
91,75,59,42,19,17,1.458267723
31,99,4,65,51,9,1.492271499
49,3,77,82,76,14,1.147639904
6,12,37,69,67,67,5.798195318
92,58,86,74,100,41,1.54948368
7,66,47,5,55,27,6.067660589
64,52,75,9,20,9,4.799011504
56,16,55,37,7,27,2.754822869
66,70,80,0,21,11,1.610777062
87,44,76,43,43,96,3.53217619
86,46,79,96,82,40,3.576744323
58,77,61,85,56,94,9.432345353
71,95,90,63,52,42,2.203709631
53,25,56,23,90,80,5.314150508
100,30,23,61,90,16,2.865085365
66,30,36,28,33,89,1.939537907
50,79,59,78,32,17,11.22394981
96,59,72,44,98,96,4.394931798
91,0,16,44,62,4,1.643130799
7,45,42,48,10,36,2.665297894
33,33,86,58,20,70,5.642236041
34,89,11,38,72,53,3.402192244
95,53,3,66,78,76,1.417054235
87,58,4,26,19,48,1.933933155
77,93,94,7,40,28,6.826743859
31,40,6,93,16,25,1.491769027
45,50,54,92,43,1,5.598922411
15,4,74,37,8,4,1.131946065
67,87,49,31,81,20,1.53469856
36,9,75,2,0,36,17.39073847
53,37,37,83,38,73,2.36215085
84,34,0,52,27,35,3.790169882
13,65,71,48,47,42,0.279322745
94,92,80,72,5,60,1.823129765
54,18,51,22,34,32,4.186884773
47,37,20,6,91,1,1.737704586
81,52,3,88,50,85,2.458462805
6,49,48,87,49,61,4.631056563
73,77,27,88,49,97,2.197667678
6,91,100,31,97,81,1.346235775
32,33,94,91,12,7,2.64298206
22,3,85,75,96,48,1.550006626
84,60,8,43,82,68,0.29931752
18,88,52,6,96,52,2.130891939
18,69,47,59,51,6,0.406513674
35,91,89,20,73,44,20.06109505
28,8,44,3,56,63,1.220320966
59,51,96,2,75,100,5.51147056
81,81,99,93,23,21,14.64788486
1,30,100,25,12,27,3.76458481
0,85,23,8,98,20,0.50311322
46,67,55,40,29,2,0.580386355
68,32,51,68,90,78,2.691155782
19,99,63,69,71,29,13.92782173
10,58,3,86,38,26,2.059646386
1,34,72,43,6,64,4.438745613
66,12,78,9,46,65,7.452770376
86,78,32,58,58,58,5.768177887
11,60,4,61,96,42,1.925857277
19,96,61,0,38,94,1.342271976
4,91,89,0,71,71,5.23219018
36,47,2,27,59,2,8.799870097
37,97,95,2,49,46,4.3564434
93,37,52,43,17,69,2.192392742
8,64,47,0,79,91,1.465359775
97,53,20,18,84,17,0.855306121
52,30,52,23,87,29,0.676615697
43,48,0,15,71,90,0.995824636
98,80,25,11,43,27,2.543062389
85,21,26,87,19,16,1.302022865
23,95,99,80,67,80,1.564969283
80,28,46,34,88,57,6.071673532
73,64,32,81,50,9,1.008493553
29,47,84,75,70,46,1.455501866
58,91,93,77,93,45,4.789142696
86,65,43,58,8,89,1.369276646
95,24,84,1,40,94,7.533904904
80,20,56,41,47,20,5.662383319
80,100,15,90,41,81,0.946422623
13,25,36,99,85,84,2.777644891
8,0,8,7,76,33,2.409210729
39,31,28,65,52,68,4.631950185
65,72,19,47,25,63,1.664768629
24,45,7,27,63,26,2.341569594
72,4,77,63,66,95,1.976855459
21,39,46,69,31,88,13.362692
3,16,40,53,52,48,2.012334819
25,52,41,93,0,34,12.53267767
57,92,6,87,44,73,1.861343005
28,82,59,72,28,91,1.243987259
97,28,40,70,26,65,21.47667657
86,75,16,8,71,41,4.841221404
36,7,73,3,17,34,5.170937512
74,42,36,57,50,13,1.104679964
69,94,61,72,97,40,3.875878427
17,14,88,3,53,99,3.486409436
84,33,86,0,65,97,7.118593547
41,89,43,9,55,60,2.045221022
99,34,35,56,95,64,3.508696462
40,92,63,66,81,71,4.221996599
37,32,81,72,60,54,0.928945554
33,96,41,46,11,91,0.386346282
16,99,29,91,82,11,2.119621989
36,20,5,83,78,53,3.454834429
